u,v,weight,sign,SIP,SIN,SDP,SDN,Uncommon,SIPV,SINV,SDPV,SDNV,UncommonV
1,1750,0.2,P,39,2,1218,2,248,0,0,2,0,0
1,156,0.2,P,39,2,1218,2,248,14,0,246,6,9
1,9,0.2,P,39,2,1218,2,248,86,39,1213,51,11
1,1724,0.2,P,39,2,1218,2,248,0,0,0,0,2
1,22,0.2,P,39,2,1218,2,248,105,28,1343,58,18
1,15,0.2,P,39,2,1218,2,248,227,250,943,202,29
1,255,0.2,P,39,2,1218,2,248,9,0,137,0,6
1,1267,0.2,P,39,2,1218,2,248,0,0,8,0,0
1,1261,0.2,P,39,2,1218,2,248,0,0,2,0,2
1,57,0.2,P,39,2,1218,2,248,6,0,117,0,23
1,710,0.2,P,39,2,1218,2,248,0,0,23,0,0
1,472,0.2,P,39,2,1218,2,248,0,0,5,0,6
1,152,0.2,P,39,2,1218,2,248,1,0,113,0,5
1,1952,0.2,P,39,2,1218,2,248,0,0,0,0,1
1,1606,0.2,P,39,2,1218,2,248,0,0,0,0,3
1,379,0.2,P,39,2,1218,2,248,0,0,54,0,0
1,4,0.2,P,39,2,1218,2,248,47,20,1163,11,42
1,563,0.2,P,39,2,1218,2,248,0,0,5,0,6
1,113,0.2,P,39,2,1218,2,248,50,3,176,4,3
1,744,0.1,P,39,2,1218,2,248,0,0,7,0,2
1,625,0.1,P,39,2,1218,2,248,1,0,4,0,2
1,3422,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3421,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3418,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3402,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,250,0.1,P,39,2,1218,2,248,0,0,57,0,3
1,249,0.1,P,39,2,1218,2,248,5,5,136,4,5
1,2427,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3414,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1590,0.1,P,39,2,1218,2,248,3,0,57,0,1
1,3355,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2305,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,1900,0.1,P,39,2,1218,2,248,0,0,5,0,0
1,3385,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1147,0.1,P,39,2,1218,2,248,6,3,14,0,0
1,377,0.1,P,39,2,1218,2,248,0,0,2,0,2
1,1072,0.1,P,39,2,1218,2,248,0,0,0,0,4
1,96,0.1,P,39,2,1218,2,248,29,7,245,18,9
1,118,0.1,P,39,2,1218,2,248,17,7,298,3,1
1,3375,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3367,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1024,0.1,P,39,2,1218,2,248,0,0,1,0,3
1,709,0.1,P,39,2,1218,2,248,0,0,0,0,3
1,3349,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1580,0.1,P,39,2,1218,2,248,0,0,8,0,0
1,545,0.1,P,39,2,1218,2,248,0,0,31,0,1
1,146,0.1,P,39,2,1218,2,248,4,0,97,0,13
1,1198,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,1589,0.1,P,39,2,1218,2,248,0,0,1,0,1
1,3341,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3339,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2402,0.1,P,39,2,1218,2,248,0,0,1,0,0
1,2401,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,1382,0.1,P,39,2,1218,2,248,0,0,1,0,2
1,3335,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3317,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3329,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3332,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3330,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1867,0.1,P,39,2,1218,2,248,0,0,3,0,1
1,1197,0.1,P,39,2,1218,2,248,0,0,5,0,1
1,3319,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1885,0.1,P,39,2,1218,2,248,0,0,4,0,0
1,1862,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1886,0.1,P,39,2,1218,2,248,0,0,4,0,0
1,649,0.1,P,39,2,1218,2,248,5,0,41,0,2
1,154,0.1,P,39,2,1218,2,248,25,0,398,9,4
1,3316,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,617,0.1,P,39,2,1218,2,248,2,0,6,0,3
1,3313,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3300,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1522,0.1,P,39,2,1218,2,248,0,0,2,1,2
1,2391,0.1,P,39,2,1218,2,248,0,0,0,0,3
1,896,0.1,P,39,2,1218,2,248,0,0,13,0,1
1,3298,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,462,0.1,P,39,2,1218,2,248,0,0,16,0,3
1,3295,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,432,0.1,P,39,2,1218,2,248,0,0,15,0,5
1,3292,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3290,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2383,0.1,P,39,2,1218,2,248,0,0,1,0,0
1,1195,0.1,P,39,2,1218,2,248,0,0,2,0,2
1,3283,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1875,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,3279,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2378,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,1579,0.1,P,39,2,1218,2,248,2,0,0,0,1
1,291,0.1,P,39,2,1218,2,248,0,0,62,0,1
1,454,0.1,P,39,2,1218,2,248,0,1,23,2,3
1,2375,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,292,0.1,P,39,2,1218,2,248,4,0,134,0,1
1,158,0.1,P,39,2,1218,2,248,0,0,135,0,1
1,3256,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1846,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,3259,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1066,0.1,P,39,2,1218,2,248,0,0,4,0,2
1,1061,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,3253,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1860,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,3247,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2368,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,151,0.1,P,39,2,1218,2,248,0,0,24,0,8
1,3245,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1574,0.1,P,39,2,1218,2,248,0,0,5,0,0
1,290,0.1,P,39,2,1218,2,248,1,0,124,0,1
1,1570,0.1,P,39,2,1218,2,248,0,0,3,0,2
1,3233,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,891,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,1856,0.1,P,39,2,1218,2,248,1,0,0,0,3
1,115,0.1,P,39,2,1218,2,248,2,0,167,0,9
1,3215,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,483,0.1,P,39,2,1218,2,248,3,0,3,0,2
1,1365,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,3211,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3210,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3189,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3193,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1847,0.1,P,39,2,1218,2,248,1,0,2,0,0
1,3202,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2351,0.1,P,39,2,1218,2,248,0,0,1,0,0
1,1063,0.1,P,39,2,1218,2,248,0,0,5,0,2
1,2352,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,1051,0.1,P,39,2,1218,2,248,2,0,12,0,1
1,3173,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1843,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,3163,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1186,0.1,P,39,2,1218,2,248,0,0,4,0,3
1,7341,0.1,P,39,2,1218,2,248,6,0,14,0,3
1,2342,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3139,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3167,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,459,0.1,P,39,2,1218,2,248,1,0,15,0,2
1,2338,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1842,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,2334,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3156,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,817,0.1,P,39,2,1218,2,248,0,0,5,0,3
1,1840,0.1,P,39,2,1218,2,248,0,0,1,0,2
1,3141,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1521,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3149,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2324,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,1839,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3143,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3148,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3142,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1060,0.1,P,39,2,1218,2,248,0,0,5,0,3
1,7431,0.1,P,39,2,1218,2,248,0,0,6,0,1
1,1355,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3134,0.1,P,39,2,1218,2,248,1,0,6,0,0
1,174,0.1,P,39,2,1218,2,248,50,35,181,19,4
1,2315,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,1356,0.1,P,39,2,1218,2,248,0,0,1,0,1
1,3124,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1835,0.1,P,39,2,1218,2,248,0,0,1,0,2
1,296,0.1,P,39,2,1218,2,248,4,0,71,0,1
1,1180,0.1,P,39,2,1218,2,248,2,0,7,0,0
1,3118,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1542,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,3113,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3111,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3013,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,529,0.1,P,39,2,1218,2,248,0,0,2,0,10
1,1826,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3103,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1822,0.1,P,39,2,1218,2,248,0,0,1,0,1
1,3101,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,753,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,3083,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3088,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,395,0.1,P,39,2,1218,2,248,5,0,37,0,3
1,3084,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,333,0.1,P,39,2,1218,2,248,5,0,46,6,1
1,1339,0.1,P,39,2,1218,2,248,0,0,2,0,2
1,3068,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3042,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3078,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,596,0.1,P,39,2,1218,2,248,2,0,24,0,1
1,1796,0.1,P,39,2,1218,2,248,0,0,3,0,0
1,2281,0.1,P,39,2,1218,2,248,0,0,1,0,1
1,3070,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1442,0.1,P,39,2,1218,2,248,0,0,6,0,0
1,3064,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,194,0.1,P,39,2,1218,2,248,0,0,21,1,8
1,3062,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,701,0.1,P,39,2,1218,2,248,1,0,27,0,2
1,3059,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,124,0.1,P,39,2,1218,2,248,53,0,436,0,6
1,7427,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,3057,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,396,0.1,P,39,2,1218,2,248,6,0,66,0,0
1,2276,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,2273,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,3048,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,523,0.1,P,39,2,1218,2,248,5,0,23,0,1
1,2271,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,95,0.1,P,39,2,1218,2,248,177,141,946,133,12
1,1525,0.1,P,39,2,1218,2,248,0,0,4,0,0
1,2235,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,2261,0.1,P,39,2,1218,2,248,0,0,3,0,2
1,1342,0.1,P,39,2,1218,2,248,0,0,7,0,1
1,331,0.1,P,39,2,1218,2,248,9,0,63,0,3
1,3027,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3023,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,3026,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,373,0.1,P,39,2,1218,2,248,0,0,28,0,3
1,68,0.1,P,39,2,1218,2,248,3,1,87,30,14
1,1331,0.1,P,39,2,1218,2,248,0,0,1,0,2
1,116,0.1,P,39,2,1218,2,248,23,1,285,11,6
1,2147,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,3020,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2252,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,179,0.1,P,39,2,1218,2,248,29,19,101,59,5
1,3004,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,491,0.1,P,39,2,1218,2,248,96,52,210,65,7
1,214,0.1,P,39,2,1218,2,248,11,0,38,1,4
1,439,0.1,P,39,2,1218,2,248,0,0,9,0,2
1,3010,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2090,0.1,P,39,2,1218,2,248,0,0,2,0,3
1,3006,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,810,0.1,P,39,2,1218,2,248,0,0,3,0,0
1,1167,0.1,P,39,2,1218,2,248,0,0,6,0,1
1,697,0.1,P,39,2,1218,2,248,0,0,21,0,1
1,67,0.1,P,39,2,1218,2,248,11,0,388,0,4
1,258,0.1,P,39,2,1218,2,248,5,0,108,0,3
1,1793,0.1,P,39,2,1218,2,248,0,0,3,0,0
1,3000,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2999,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1340,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,2996,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2989,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1043,0.1,P,39,2,1218,2,248,2,0,24,0,0
1,554,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,1336,0.1,P,39,2,1218,2,248,0,0,3,0,3
1,1337,0.1,P,39,2,1218,2,248,0,0,3,0,1
1,2238,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,178,0.1,P,39,2,1218,2,248,1,0,71,0,6
1,747,0.1,P,39,2,1218,2,248,0,0,12,0,2
1,2966,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2962,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,474,0.1,P,39,2,1218,2,248,2,2,1,0,9
1,330,0.1,P,39,2,1218,2,248,4,1,40,12,4
1,260,0.1,P,39,2,1218,2,248,1,0,67,1,7
1,2952,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,455,0.1,P,39,2,1218,2,248,0,0,13,0,1
1,2941,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2947,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2945,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2942,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,623,0.1,P,39,2,1218,2,248,15,0,60,0,0
1,1509,0.1,P,39,2,1218,2,248,0,0,0,0,4
1,2926,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,29,0.1,P,39,2,1218,2,248,76,15,637,17,4
1,2217,0.1,P,39,2,1218,2,248,0,0,1,0,0
1,123,0.1,P,39,2,1218,2,248,16,0,241,3,5
1,1510,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,1505,0.1,P,39,2,1218,2,248,1,0,1,0,0
1,2927,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,804,0.1,P,39,2,1218,2,248,1,0,4,0,3
1,2920,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,301,0.1,P,39,2,1218,2,248,0,0,12,1,2
1,2782,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2907,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2909,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,958,0.1,P,39,2,1218,2,248,1,0,6,0,5
1,1148,0.1,P,39,2,1218,2,248,2,0,11,0,0
1,1502,0.1,P,39,2,1218,2,248,1,0,2,0,1
1,2904,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,955,0.1,P,39,2,1218,2,248,1,0,9,0,1
1,874,0.1,P,39,2,1218,2,248,0,0,26,0,1
1,2898,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1500,0.1,P,39,2,1218,2,248,0,0,2,0,2
1,2198,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1320,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,1760,0.1,P,39,2,1218,2,248,3,1,32,1,1
1,1494,0.1,P,39,2,1218,2,248,1,0,8,0,0
1,2178,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,2892,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,636,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,1034,0.1,P,39,2,1218,2,248,0,0,10,0,0
1,276,0.1,P,39,2,1218,2,248,0,0,7,0,1
1,2876,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1318,0.1,P,39,2,1218,2,248,0,0,6,0,0
1,259,0.1,P,39,2,1218,2,248,2,0,81,4,4
1,2881,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,117,0.1,P,39,2,1218,2,248,28,7,185,6,12
1,1492,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,2185,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1313,0.1,P,39,2,1218,2,248,0,0,3,0,1
1,1491,0.1,P,39,2,1218,2,248,0,0,0,0,4
1,2870,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1309,0.1,P,39,2,1218,2,248,0,0,4,0,1
1,2181,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2858,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2177,0.1,P,39,2,1218,2,248,0,0,4,0,0
1,1749,0.1,P,39,2,1218,2,248,0,0,1,0,1
1,2848,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1458,0.1,P,39,2,1218,2,248,1,0,11,0,1
1,951,0.1,P,39,2,1218,2,248,4,0,10,0,1
1,1029,0.1,P,39,2,1218,2,248,1,0,3,0,2
1,2176,0.1,P,39,2,1218,2,248,0,0,0,0,3
1,347,0.1,P,39,2,1218,2,248,12,0,51,0,4
1,2846,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2845,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,370,0.1,P,39,2,1218,2,248,9,3,30,1,2
1,2173,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,2844,0.1,P,39,2,1218,2,248,0,0,0,0,3
1,1302,0.1,P,39,2,1218,2,248,0,0,0,0,3
1,2167,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,2837,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,517,0.1,P,39,2,1218,2,248,0,2,7,0,0
1,2826,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2166,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2163,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1742,0.1,P,39,2,1218,2,248,0,0,6,0,0
1,2830,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1295,0.1,P,39,2,1218,2,248,0,0,6,0,1
1,2823,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2632,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2820,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2814,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,796,0.1,P,39,2,1218,2,248,0,0,10,0,2
1,1736,0.1,P,39,2,1218,2,248,0,0,6,0,0
1,1025,0.1,P,39,2,1218,2,248,0,0,9,0,0
1,1482,0.1,P,39,2,1218,2,248,1,1,10,0,0
1,1483,0.1,P,39,2,1218,2,248,0,0,10,0,0
1,2152,0.1,P,39,2,1218,2,248,0,0,4,0,0
1,2810,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2149,0.1,P,39,2,1218,2,248,0,0,2,0,1
1,2808,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2144,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2806,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1128,0.1,P,39,2,1218,2,248,1,0,7,0,0
1,38,0.1,P,39,2,1218,2,248,6,1,377,2,19
1,2801,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,736,0.1,P,39,2,1218,2,248,0,0,6,0,0
1,2136,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2795,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2793,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,1288,0.1,P,39,2,1218,2,248,0,0,10,0,0
1,1436,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,2498,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,7603,0.1,P,39,2,1218,2,248,140,1,508,0,5
1,2786,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2784,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,587,0.1,P,39,2,1218,2,248,4,2,26,1,2
1,2783,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2780,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,944,0.1,P,39,2,1218,2,248,0,0,4,0,0
1,305,0.1,P,39,2,1218,2,248,3,0,35,0,4
1,2779,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2775,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,346,0.1,P,39,2,1218,2,248,5,0,76,0,2
1,683,0.1,P,39,2,1218,2,248,6,0,23,0,0
1,2772,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2129,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,75,0.1,P,39,2,1218,2,248,15,0,342,0,4
1,2771,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,175,0.1,P,39,2,1218,2,248,2,0,87,0,5
1,1136,0.1,P,39,2,1218,2,248,0,0,14,0,1
1,1283,0.1,P,39,2,1218,2,248,0,0,7,0,0
1,2127,0.1,P,39,2,1218,2,248,0,0,0,0,2
1,2767,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2764,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2763,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2093,0.1,P,39,2,1218,2,248,0,0,2,0,0
1,1284,0.1,P,39,2,1218,2,248,0,0,8,0,0
1,72,0.1,P,39,2,1218,2,248,2,0,131,0,13
1,264,0.1,P,39,2,1218,2,248,10,3,52,3,3
1,2754,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2756,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,1285,0.1,P,39,2,1218,2,248,0,0,10,0,1
1,613,0.1,P,39,2,1218,2,248,9,0,27,0,4
1,304,0.1,P,39,2,1218,2,248,13,0,95,0,2
1,1282,0.1,P,39,2,1218,2,248,0,0,5,0,1
1,4721,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,2752,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2750,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2746,0.1,P,39,2,1218,2,248,0,0,0,0,1
1,586,0.1,P,39,2,1218,2,248,0,0,8,0,3
1,2747,0.1,P,39,2,1218,2,248,0,0,0,0,0
1,2119,0.1,P,39,2,1218,2,248,0,0,1,0,0
1,1715,0.1,P,39,2,1218,2,248,0,0,2,0,2
